Time,Stretch,Alpha,Stress,Energy_W0
1.052,1.1422,0.052,56366.5,4420.37
1.053,1.14205,0.053,56383.9,4438.88
1.054,1.1419,0.054,56401.7,4457.35
1.055,1.14175,0.055,56419.7,4475.79
1.056,1.1416,0.056,56438,4494.18
1.057,1.14145,0.057,56456.5,4512.54
1.058,1.1413,0.058,56475.3,4530.86
1.059,1.14115,0.059,56494.4,4549.15
1.06,1.141,0.06,56513.8,4567.4
1.061,1.14085,0.061,56533.4,4585.61
1.062,1.1407,0.062,56553.3,4603.78
1.063,1.14055,0.063,56573.5,4621.92
1.064,1.1404,0.064,56593.9,4640.02
1.065,1.14025,0.065,56614.6,4658.08
1.066,1.1401,0.066,56635.5,4676.1
1.067,1.13995,0.067,56656.7,4694.09
1.068,1.1398,0.068,56678.2,4712.04
1.069,1.13965,0.069,56699.9,4729.95
1.07,1.1395,0.07,56721.9,4747.83
1.071,1.13935,0.071,56744.1,4765.67
1.072,1.1392,0.072,56766.7,4783.47
1.073,1.13905,0.073,56789.4,4801.23
1.074,1.1389,0.074,56812.5,4818.96
1.075,1.13875,0.075,56835.7,4836.64
1.076,1.1386,0.076,56859.3,4854.3
1.077,1.13845,0.077,56883.1,4871.91
1.078,1.1383,0.078,56907.1,4889.49
1.079,1.13815,0.079,56931.4,4907.02
1.08,1.138,0.08,56956,4924.53
1.081,1.13785,0.081,56980.8,4941.99
1.082,1.1377,0.082,57005.9,4959.42
1.083,1.13755,0.083,57031.2,4976.8
1.084,1.1374,0.084,57056.8,4994.16
1.085,1.13725,0.085,57082.6,5011.47
1.086,1.1371,0.086,57108.7,5028.75
1.087,1.13695,0.087,57135,5045.99
1.088,1.1368,0.088,57161.5,5063.19
1.089,1.13665,0.089,57188.4,5080.35
1.09,1.1365,0.09,57215.4,5097.48
1.091,1.13635,0.091,57242.7,5114.56
1.092,1.1362,0.092,57270.3,5131.62
1.093,1.13605,0.093,57298.1,5148.63
1.094,1.1359,0.094,57326.1,5165.6
1.095,1.13575,0.095,57354.4,5182.54
1.096,1.1356,0.096,57382.9,5199.44
1.097,1.13545,0.097,57411.7,5216.31
1.098,1.1353,0.098,57440.7,5233.13
1.099,1.13515,0.099,57470,5249.92
1.1,1.135,0.1,57499.5,5266.67
1.101,1.13485,0.101,57529.2,5283.38
1.102,1.1347,0.102,57559.2,5300.06
1.103,1.13455,0.103,57589.4,5316.69
1.104,1.1344,0.104,57619.9,5333.29
1.105,1.13425,0.105,57650.5,5349.85
1.106,1.1341,0.106,57681.5,5366.38
1.107,1.13395,0.107,57712.6,5382.86
1.108,1.1338,0.108,57744,5399.31
1.109,1.13365,0.109,57775.7,5415.72
1.11,1.1335,0.11,57807.5,5432.09
1.111,1.13335,0.111,57839.6,5448.43
1.112,1.1332,0.112,57871.9,5464.72
1.113,1.13305,0.113,57904.5,5480.98
1.114,1.1329,0.114,57937.3,5497.2
1.115,1.13275,0.115,57970.3,5513.39
1.116,1.1326,0.116,58003.6,5529.53
1.117,1.13245,0.117,58037,5545.64
1.118,1.1323,0.118,58070.7,5561.71
1.119,1.13215,0.119,58104.7,5577.74
1.12,1.132,0.12,58138.8,5593.74
1.121,1.13185,0.121,58173.2,5609.69
1.122,1.1317,0.122,58207.8,5625.61
1.123,1.13155,0.123,58242.7,5641.49
1.124,1.1314,0.124,58277.7,5657.33
1.125,1.13125,0.125,58313,5673.14
1.126,1.1311,0.126,58348.5,5688.91
1.127,1.13095,0.127,58384.3,5704.63
1.128,1.1308,0.128,58420.2,5720.33
1.129,1.13065,0.129,58456.4,5735.98
1.13,1.1305,0.13,58492.8,5751.59
1.131,1.13035,0.131,58529.4,5767.17
1.132,1.1302,0.132,58566.2,5782.71
1.133,1.13005,0.133,58603.3,5798.21
1.134,1.1299,0.134,58640.6,5813.67
1.135,1.12975,0.135,58678,5829.1
1.136,1.1296,0.136,58715.8,5844.49
1.137,1.12945,0.137,58753.7,5859.83
1.138,1.1293,0.138,58791.8,5875.15
1.139,1.12915,0.139,58830.1,5890.42
1.14,1.129,0.14,58868.7,5905.65
1.141,1.12885,0.141,58907.5,5920.85
1.142,1.1287,0.142,58946.5,5936.01
1.143,1.12855,0.143,58985.7,5951.13
1.144,1.1284,0.144,59025.1,5966.21
1.145,1.12825,0.145,59064.7,5981.26
1.146,1.1281,0.146,59104.5,5996.26
1.147,1.12795,0.147,59144.5,6011.23
1.148,1.1278,0.148,59184.8,6026.16
1.149,1.12765,0.149,59225.2,6041.05
1.15,1.1275,0.15,59265.9,6055.91
1.151,1.12735,0.151,59306.7,6070.72
1.152,1.1272,0.152,59347.8,6085.5
1.153,1.12705,0.153,59389.1,6100.24
1.154,1.1269,0.154,59430.6,6114.94
1.155,1.12675,0.155,59472.2,6129.61
1.156,1.1266,0.156,59514.1,6144.23
1.157,1.12645,0.157,59556.2,6158.82
1.158,1.1263,0.158,59598.5,6173.37
1.159,1.12615,0.159,59641,6187.88
1.16,1.126,0.16,59683.7,6202.35
1.161,1.12585,0.161,59726.5,6216.79
1.162,1.1257,0.162,59769.6,6231.18
1.163,1.12555,0.163,59812.9,6245.54
1.164,1.1254,0.164,59856.4,6259.86
1.165,1.12525,0.165,59900.1,6274.14
1.166,1.1251,0.166,59943.9,6288.39
1.167,1.12495,0.167,59988,6302.59
1.168,1.1248,0.168,60032.3,6316.76
1.169,1.12465,0.169,60076.7,6330.89
1.17,1.1245,0.17,60121.4,6344.98
1.171,1.12435,0.171,60166.2,6359.03
1.172,1.1242,0.172,60211.2,6373.05
1.173,1.12405,0.173,60256.5,6387.02
1.174,1.1239,0.174,60301.9,6400.96
1.175,1.12375,0.175,60347.5,6414.86
1.176,1.1236,0.176,60393.3,6428.72
1.177,1.12345,0.177,60439.3,6442.55
1.178,1.1233,0.178,60485.4,6456.33
1.179,1.12315,0.179,60531.8,6470.08
1.18,1.123,0.18,60578.3,6483.79
1.181,1.12285,0.181,60625.1,6497.46
1.182,1.1227,0.182,60672,6511.09
1.183,1.12255,0.183,60719.1,6524.68
1.184,1.1224,0.184,60766.4,6538.24
1.185,1.12225,0.185,60813.8,6551.75
1.186,1.1221,0.186,60861.5,6565.23
1.187,1.12195,0.187,60909.3,6578.67
1.188,1.1218,0.188,60957.3,6592.08
1.189,1.12165,0.189,61005.5,6605.44
1.19,1.1215,0.19,61053.9,6618.77
1.191,1.12135,0.191,61102.4,6632.05
1.192,1.1212,0.192,61151.2,6645.3
1.193,1.12105,0.193,61200.1,6658.51
1.194,1.1209,0.194,61249.2,6671.69
1.195,1.12075,0.195,61298.4,6684.82
1.196,1.1206,0.196,61347.9,6697.92
1.197,1.12045,0.197,61397.5,6710.97
1.198,1.1203,0.198,61447.3,6723.99
1.199,1.12015,0.199,61497.2,6736.97
1.2,1.12,0.2,61547.4,6749.91
1.201,1.11985,0.201,61597.7,6762.82
1.202,1.1197,0.202,61648.1,6775.68
1.203,1.11955,0.203,61698.8,6788.51
1.204,1.1194,0.204,61749.6,6801.3
1.205,1.11925,0.205,61800.6,6814.05
1.206,1.1191,0.206,61851.8,6826.76
1.207,1.11895,0.207,61903.1,6839.44
1.208,1.1188,0.208,61954.6,6852.07
1.209,1.11865,0.209,62006.2,6864.67
1.21,1.1185,0.21,62058.1,6877.23
1.211,1.11835,0.211,62110.1,6889.75
1.212,1.1182,0.212,62162.2,6902.23
1.213,1.11805,0.213,62214.6,6914.68
1.214,1.1179,0.214,62267,6927.08
1.215,1.11775,0.215,62319.7,6939.45
1.216,1.1176,0.216,62372.5,6951.78
1.217,1.11745,0.217,62425.5,6964.07
1.218,1.1173,0.218,62478.6,6976.32
1.219,1.11715,0.219,62531.9,6988.54
1.22,1.117,0.22,62585.4,7000.71
1.221,1.11685,0.221,62639,7012.85
1.222,1.1167,0.222,62692.7,7024.95
1.223,1.11655,0.223,62746.7,7037.01
1.224,1.1164,0.224,62800.8,7049.03
1.225,1.11625,0.225,62855,7061.01
1.226,1.1161,0.226,62909.4,7072.96
1.227,1.11595,0.227,62964,7084.87
1.228,1.1158,0.228,63018.7,7096.74
1.229,1.11565,0.229,63073.5,7108.57
1.23,1.1155,0.23,63128.5,7120.36
1.231,1.11535,0.231,63183.7,7132.11
1.232,1.1152,0.232,63239,7143.83
1.233,1.11505,0.233,63294.5,7155.5
1.234,1.1149,0.234,63350.1,7167.14
1.235,1.11475,0.235,63405.9,7178.74
1.236,1.1146,0.236,63461.8,7190.3
1.237,1.11445,0.237,63517.9,7201.83
1.238,1.1143,0.238,63574.1,7213.31
1.239,1.11415,0.239,63630.5,7224.76
1.24,1.114,0.24,63687,7236.17
1.241,1.11385,0.241,63743.6,7247.54
1.242,1.1137,0.242,63800.4,7258.87
1.243,1.11355,0.243,63857.4,7270.16
1.244,1.1134,0.244,63914.5,7281.42
1.245,1.11325,0.245,63971.7,7292.63
1.246,1.1131,0.246,64029.1,7303.81
1.247,1.11295,0.247,64086.6,7314.95
1.248,1.1128,0.248,64144.2,7326.05
1.249,1.11265,0.249,64202,7337.12
1.25,1.1125,0.25,64260,7348.14
1.251,1.11235,0.251,64318,7359.13
1.252,1.1122,0.252,64376.2,7370.07
1.253,1.11205,0.253,64434.6,7380.98
1.254,1.1119,0.254,64493.1,7391.86
1.255,1.11175,0.255,64551.7,7402.69
1.256,1.1116,0.256,64610.5,7413.48
1.257,1.11145,0.257,64669.4,7424.24
1.258,1.1113,0.258,64728.4,7434.96
1.259,1.11115,0.259,64787.5,7445.64
1.26,1.111,0.26,64846.8,7456.28
1.261,1.11085,0.261,64906.3,7466.88
1.262,1.1107,0.262,64965.8,7477.45
1.263,1.11055,0.263,65025.5,7487.97
1.264,1.1104,0.264,65085.3,7498.46
1.265,1.11025,0.265,65145.3,7508.91
1.266,1.1101,0.266,65205.4,7519.32
1.267,1.10995,0.267,65265.6,7529.7
1.268,1.1098,0.268,65325.9,7540.03
1.269,1.10965,0.269,65386.4,7550.33
1.27,1.1095,0.27,65447,7560.59
1.271,1.10935,0.271,65507.7,7570.81
1.272,1.1092,0.272,65568.5,7580.99
1.273,1.10905,0.273,65629.5,7591.13
1.274,1.1089,0.274,65690.6,7601.24
1.275,1.10875,0.275,65751.8,7611.3
1.276,1.1086,0.276,65813.1,7621.33
1.277,1.10845,0.277,65874.6,7631.32
1.278,1.1083,0.278,65936.1,7641.27
1.279,1.10815,0.279,65997.8,7651.19
1.28,1.108,0.28,66059.6,7661.06
1.281,1.10785,0.281,66121.6,7670.9
1.282,1.1077,0.282,66183.6,7680.7
1.283,1.10755,0.283,66245.8,7690.46
1.284,1.1074,0.284,66308.1,7700.18
1.285,1.10725,0.285,66370.5,7709.87
1.286,1.1071,0.286,66433,7719.51
1.287,1.10695,0.287,66495.7,7729.12
1.288,1.1068,0.288,66558.4,7738.69
1.289,1.10665,0.289,66621.3,7748.22
1.29,1.1065,0.29,66684.2,7757.71
1.291,1.10635,0.291,66747.3,7767.17
1.292,1.1062,0.292,66810.5,7776.59
1.293,1.10605,0.293,66873.8,7785.96
1.294,1.1059,0.294,66937.3,7795.31
1.295,1.10575,0.295,67000.8,7804.61
1.296,1.1056,0.296,67064.4,7813.87
1.297,1.10545,0.297,67128.2,7823.1
1.298,1.1053,0.298,67192,7832.28
1.299,1.10515,0.299,67256,7841.43
1.3,1.105,0.3,67320.1,7850.55
1.301,1.10485,0.301,67384.2,7859.62
1.302,1.1047,0.302,67448.5,7868.65
1.303,1.10455,0.303,67512.9,7877.65
1.304,1.1044,0.304,67577.4,7886.61
1.305,1.10425,0.305,67642,7895.53
1.306,1.1041,0.306,67706.7,7904.41
1.307,1.10395,0.307,67771.5,7913.26
1.308,1.1038,0.308,67836.4,7922.06
1.309,1.10365,0.309,67901.4,7930.83
1.31,1.1035,0.31,67966.5,7939.56
1.311,1.10335,0.311,68031.7,7948.25
1.312,1.1032,0.312,68097,7956.91
1.313,1.10305,0.313,68162.4,7965.52
1.314,1.1029,0.314,68227.8,7974.1
1.315,1.10275,0.315,68293.4,7982.64
1.316,1.1026,0.316,68359.1,7991.14
1.317,1.10245,0.317,68424.9,7999.61
1.318,1.1023,0.318,68490.8,8008.03
1.319,1.10215,0.319,68556.7,8016.42
1.32,1.102,0.32,68622.8,8024.77
1.321,1.10185,0.321,68688.9,8033.08
1.322,1.1017,0.322,68755.2,8041.35
1.323,1.10155,0.323,68821.5,8049.59
1.324,1.1014,0.324,68887.9,8057.79
1.325,1.10125,0.325,68954.5,8065.94
1.326,1.1011,0.326,69021.1,8074.07
1.327,1.10095,0.327,69087.8,8082.15
1.328,1.1008,0.328,69154.5,8090.2
1.329,1.10065,0.329,69221.4,8098.2
1.33,1.1005,0.33,69288.4,8106.17
1.331,1.10035,0.331,69355.4,8114.1
1.332,1.1002,0.332,69422.5,8122
1.333,1.10005,0.333,69489.7,8129.85
1.334,1.0999,0.334,69557,8137.67
1.335,1.09975,0.335,69624.4,8145.45
1.336,1.0996,0.336,69691.9,8153.19
1.337,1.09945,0.337,69759.4,8160.9
1.338,1.0993,0.338,69827,8168.56
1.339,1.09915,0.339,69894.7,8176.19
1.34,1.099,0.34,69962.5,8183.78
1.341,1.09885,0.341,70030.4,8191.34
1.342,1.0987,0.342,70098.3,8198.85
1.343,1.09855,0.343,70166.4,8206.33
1.344,1.0984,0.344,70234.5,8213.77
1.345,1.09825,0.345,70302.6,8221.17
1.346,1.0981,0.346,70370.9,8228.53
1.347,1.09795,0.347,70439.2,8235.86
1.348,1.0978,0.348,70507.6,8243.15
1.349,1.09765,0.349,70576.1,8250.4
1.35,1.0975,0.35,70644.6,8257.61
1.351,1.09735,0.351,70713.2,8264.78
1.352,1.0972,0.352,70781.9,8271.92
1.353,1.09705,0.353,70850.7,8279.02
1.354,1.0969,0.354,70919.5,8286.08
1.355,1.09675,0.355,70988.5,8293.1
1.356,1.0966,0.356,71057.4,8300.09
1.357,1.09645,0.357,71126.5,8307.04
1.358,1.0963,0.358,71195.6,8313.95
1.359,1.09615,0.359,71264.8,8320.82
1.36,1.096,0.36,71334,8327.66
1.361,1.09585,0.361,71403.3,8334.45
1.362,1.0957,0.362,71472.7,8341.21
1.363,1.09555,0.363,71542.1,8347.94
1.364,1.0954,0.364,71611.7,8354.62
1.365,1.09525,0.365,71681.2,8361.27
1.366,1.0951,0.366,71750.9,8367.88
1.367,1.09495,0.367,71820.6,8374.45
1.368,1.0948,0.368,71890.3,8380.99
1.369,1.09465,0.369,71960.1,8387.48
1.37,1.0945,0.37,72030,8393.94
1.371,1.09435,0.371,72100,8400.36
1.372,1.0942,0.372,72170,8406.75
1.373,1.09405,0.373,72240,8413.09
1.374,1.0939,0.374,72310.1,8419.4
1.375,1.09375,0.375,72380.3,8425.67
1.376,1.0936,0.376,72450.5,8431.91
1.377,1.09345,0.377,72520.8,8438.11
1.378,1.0933,0.378,72591.2,8444.27
1.379,1.09315,0.379,72661.6,8450.39
1.38,1.093,0.38,72732,8456.47
1.381,1.09285,0.381,72802.5,8462.52
1.382,1.0927,0.382,72873.1,8468.53
1.383,1.09255,0.383,72943.7,8474.5
1.384,1.0924,0.384,73014.3,8480.44
1.385,1.09225,0.385,73085,8486.33
1.386,1.0921,0.386,73155.8,8492.19
1.387,1.09195,0.387,73226.6,8498.02
1.388,1.0918,0.388,73297.5,8503.8
1.389,1.09165,0.389,73368.4,8509.55
1.39,1.0915,0.39,73439.3,8515.26
1.391,1.09135,0.391,73510.3,8520.93
1.392,1.0912,0.392,73581.3,8526.57
1.393,1.09105,0.393,73652.4,8532.17
1.394,1.0909,0.394,73723.6,8537.73
1.395,1.09075,0.395,73794.7,8543.25
1.396,1.0906,0.396,73866,8548.74
1.397,1.09045,0.397,73937.2,8554.19
1.398,1.0903,0.398,74008.5,8559.61
1.399,1.09015,0.399,74079.9,8564.98
1.4,1.09,0.4,74151.3,8570.32
1.401,1.08985,0.401,74222.7,8575.62
1.402,1.0897,0.402,74294.2,8580.88
1.403,1.08955,0.403,74365.7,8586.11
1.404,1.0894,0.404,74437.2,8591.3
1.405,1.08925,0.405,74508.8,8596.45
1.406,1.0891,0.406,74580.4,8601.57
1.407,1.08895,0.407,74652.1,8606.65
1.408,1.0888,0.408,74723.8,8611.69
1.409,1.08865,0.409,74795.5,8616.7
1.41,1.0885,0.41,74867.3,8621.66
1.411,1.08835,0.411,74939.1,8626.59
1.412,1.0882,0.412,75010.9,8631.49
1.413,1.08805,0.413,75082.7,8636.34
1.414,1.0879,0.414,75154.6,8641.16
1.415,1.08775,0.415,75226.6,8645.95
1.416,1.0876,0.416,75298.5,8650.69
1.417,1.08745,0.417,75370.5,8655.4
1.418,1.0873,0.418,75442.5,8660.07
1.419,1.08715,0.419,75514.6,8664.71
1.42,1.087,0.42,75586.6,8669.31
1.421,1.08685,0.421,75658.7,8673.87
1.422,1.0867,0.422,75730.8,8678.39
1.423,1.08655,0.423,75803,8682.88
1.424,1.0864,0.424,75875.2,8687.33
1.425,1.08625,0.425,75947.4,8691.75
1.426,1.0861,0.426,76019.6,8696.12
1.427,1.08595,0.427,76091.8,8700.46
1.428,1.0858,0.428,76164.1,8704.77
1.429,1.08565,0.429,76236.4,8709.04
1.43,1.0855,0.43,76308.7,8713.27
1.431,1.08535,0.431,76381,8717.46
1.432,1.0852,0.432,76453.4,8721.62
1.433,1.08505,0.433,76525.8,8725.74
1.434,1.0849,0.434,76598.2,8729.82
1.435,1.08475,0.435,76670.6,8733.87
1.436,1.0846,0.436,76743,8737.88
1.437,1.08445,0.437,76815.5,8741.85
1.438,1.0843,0.438,76887.9,8745.79
1.439,1.08415,0.439,76960.4,8749.69
1.44,1.084,0.44,77032.9,8753.56
1.441,1.08385,0.441,77105.4,8757.38
1.442,1.0837,0.442,77177.9,8761.18
1.443,1.08355,0.443,77250.4,8764.93
1.444,1.0834,0.444,77323,8768.65
1.445,1.08325,0.445,77395.5,8772.33
1.446,1.0831,0.446,77468.1,8775.98
1.447,1.08295,0.447,77540.7,8779.59
1.448,1.0828,0.448,77613.3,8783.16
1.449,1.08265,0.449,77685.9,8786.69
1.45,1.0825,0.45,77758.5,8790.19
1.451,1.08235,0.451,77831.1,8793.66
1.452,1.0822,0.452,77903.7,8797.09
1.453,1.08205,0.453,77976.4,8800.48
1.454,1.0819,0.454,78049,8803.83
1.455,1.08175,0.455,78121.6,8807.15
1.456,1.0816,0.456,78194.3,8810.43
1.457,1.08145,0.457,78266.9,8813.68
1.458,1.0813,0.458,78339.6,8816.89
1.459,1.08115,0.459,78412.2,8820.06
1.46,1.081,0.46,78484.9,8823.2
1.461,1.08085,0.461,78557.6,8826.3
1.462,1.0807,0.462,78630.2,8829.37
1.463,1.08055,0.463,78702.9,8832.4
1.464,1.0804,0.464,78775.5,8835.39
1.465,1.08025,0.465,78848.2,8838.35
1.466,1.0801,0.466,78920.9,8841.27
1.467,1.07995,0.467,78993.5,8844.15
1.468,1.0798,0.468,79066.2,8847
1.469,1.07965,0.469,79138.8,8849.81
1.47,1.0795,0.47,79211.5,8852.59
1.471,1.07935,0.471,79284.1,8855.33
1.472,1.0792,0.472,79356.7,8858.04
1.473,1.07905,0.473,79429.4,8860.7
1.474,1.0789,0.474,79502,8863.34
1.475,1.07875,0.475,79574.6,8865.94
1.476,1.0786,0.476,79647.2,8868.5
1.477,1.07845,0.477,79719.8,8871.02
1.478,1.0783,0.478,79792.4,8873.51
1.479,1.07815,0.479,79865,8875.97
1.48,1.078,0.48,79937.5,8878.38
1.481,1.07785,0.481,80010.1,8880.77
1.482,1.0777,0.482,80082.7,8883.11
1.483,1.07755,0.483,80155.2,8885.43
1.484,1.0774,0.484,80227.7,8887.7
1.485,1.07725,0.485,80300.2,8889.94
1.486,1.0771,0.486,80372.7,8892.14
1.487,1.07695,0.487,80445.2,8894.31
1.488,1.0768,0.488,80517.6,8896.45
1.489,1.07665,0.489,80590.1,8898.54
1.49,1.0765,0.49,80662.5,8900.6
1.491,1.07635,0.491,80734.9,8902.63
1.492,1.0762,0.492,80807.3,8904.62
1.493,1.07605,0.493,80879.7,8906.58
1.494,1.0759,0.494,80952.1,8908.5
1.495,1.07575,0.495,81024.4,8910.38
1.496,1.0756,0.496,81096.7,8912.23
1.497,1.07545,0.497,81169,8914.04
1.498,1.0753,0.498,81241.3,8915.82
1.499,1.07515,0.499,81313.5,8917.56
1.5,1.075,0.5,81385.8,8919.27
1.501,1.07485,0.501,81458,8920.94
1.502,1.0747,0.502,81530.1,8922.58
1.503,1.07455,0.503,81602.3,8924.18
1.504,1.0744,0.504,81674.4,8925.75
1.505,1.07425,0.505,81746.5,8927.28
1.506,1.0741,0.506,81818.6,8928.78
1.507,1.07395,0.507,81890.6,8930.24
1.508,1.0738,0.508,81962.7,8931.66
1.509,1.07365,0.509,82034.6,8933.05
1.51,1.0735,0.51,82106.6,8934.41
1.511,1.07335,0.511,82178.5,8935.73
1.512,1.0732,0.512,82250.4,8937.01
1.513,1.07305,0.513,82322.3,8938.26
1.514,1.0729,0.514,82394.1,8939.48
1.515,1.07275,0.515,82465.9,8940.66
1.516,1.0726,0.516,82537.7,8941.8
1.517,1.07245,0.517,82609.5,8942.91
1.518,1.0723,0.518,82681.2,8943.99
1.519,1.07215,0.519,82752.8,8945.03
1.52,1.072,0.52,82824.5,8946.04
1.521,1.07185,0.521,82896.1,8947.01
1.522,1.0717,0.522,82967.6,8947.94
