Time,Stretch,Alpha,Stress,Energy_W0
1.523,1.07155,0.523,83039.1,8948.84
1.524,1.0714,0.524,83110.6,8949.71
1.525,1.07125,0.525,83182.1,8950.54
1.526,1.0711,0.526,83253.5,8951.34
1.527,1.07095,0.527,83324.8,8952.1
1.528,1.0708,0.528,83396.2,8952.83
1.529,1.07065,0.529,83467.4,8953.52
1.53,1.0705,0.53,83538.7,8954.18
1.531,1.07035,0.531,83609.9,8954.8
1.532,1.0702,0.532,83681,8955.39
1.533,1.07005,0.533,83752.1,8955.95
1.534,1.0699,0.534,83823.2,8956.47
1.535,1.06975,0.535,83894.2,8956.95
1.536,1.0696,0.536,83965.2,8957.4
1.537,1.06945,0.537,84036.1,8957.82
1.538,1.0693,0.538,84107,8958.2
1.539,1.06915,0.539,84177.9,8958.55
1.54,1.069,0.54,84248.6,8958.86
1.541,1.06885,0.541,84319.4,8959.14
1.542,1.0687,0.542,84390.1,8959.39
1.543,1.06855,0.543,84460.7,8959.6
1.544,1.0684,0.544,84531.3,8959.78
1.545,1.06825,0.545,84601.8,8959.92
1.546,1.0681,0.546,84672.3,8960.03
1.547,1.06795,0.547,84742.8,8960.1
1.548,1.0678,0.548,84813.1,8960.14
1.549,1.06765,0.549,84883.5,8960.14
1.55,1.0675,0.55,84953.7,8960.12
1.551,1.06735,0.551,85023.9,8960.05
1.552,1.0672,0.552,85094.1,8959.96
1.553,1.06705,0.553,85164.2,8959.83
1.554,1.0669,0.554,85234.3,8959.66
1.555,1.06675,0.555,85304.2,8959.46
1.556,1.0666,0.556,85374.2,8959.23
1.557,1.06645,0.557,85444.1,8958.96
1.558,1.0663,0.558,85513.9,8958.66
1.559,1.06615,0.559,85583.6,8958.33
1.56,1.066,0.56,85653.3,8957.96
1.561,1.06585,0.561,85722.9,8957.56
1.562,1.0657,0.562,85792.5,8957.12
1.563,1.06555,0.563,85862,8956.65
1.564,1.0654,0.564,85931.5,8956.15
1.565,1.06525,0.565,86000.9,8955.61
1.566,1.0651,0.566,86070.2,8955.04
1.567,1.06495,0.567,86139.4,8954.44
1.568,1.0648,0.568,86208.6,8953.8
1.569,1.06465,0.569,86277.7,8953.13
1.57,1.0645,0.57,86346.8,8952.42
1.571,1.06435,0.571,86415.8,8951.68
1.572,1.0642,0.572,86484.7,8950.91
1.573,1.06405,0.573,86553.5,8950.11
1.574,1.0639,0.574,86622.3,8949.27
1.575,1.06375,0.575,86691,8948.4
1.576,1.0636,0.576,86759.7,8947.49
1.577,1.06345,0.577,86828.3,8946.55
1.578,1.0633,0.578,86896.8,8945.58
1.579,1.06315,0.579,86965.2,8944.57
1.58,1.063,0.58,87033.5,8943.53
1.581,1.06285,0.581,87101.8,8942.46
1.582,1.0627,0.582,87170,8941.36
1.583,1.06255,0.583,87238.2,8940.22
1.584,1.0624,0.584,87306.2,8939.05
1.585,1.06225,0.585,87374.2,8937.84
1.586,1.0621,0.586,87442.1,8936.6
1.587,1.06195,0.587,87509.9,8935.33
1.588,1.0618,0.588,87577.7,8934.03
1.589,1.06165,0.589,87645.3,8932.69
1.59,1.0615,0.59,87712.9,8931.32
1.591,1.06135,0.591,87780.4,8929.92
1.592,1.0612,0.592,87847.9,8928.48
1.593,1.06105,0.593,87915.2,8927.01
1.594,1.0609,0.594,87982.5,8925.51
1.595,1.06075,0.595,88049.7,8923.98
1.596,1.0606,0.596,88116.8,8922.41
1.597,1.06045,0.597,88183.8,8920.81
1.598,1.0603,0.598,88250.8,8919.18
1.599,1.06015,0.599,88317.6,8917.51
1.6,1.06,0.6,88384.4,8915.82
1.601,1.05985,0.601,88451.1,8914.09
1.602,1.0597,0.602,88517.7,8912.32
1.603,1.05955,0.603,88584.2,8910.53
1.604,1.0594,0.604,88650.6,8908.7
1.605,1.05925,0.605,88716.9,8906.84
1.606,1.0591,0.606,88783.2,8904.95
1.607,1.05895,0.607,88849.3,8903.02
1.608,1.0588,0.608,88915.4,8901.06
1.609,1.05865,0.609,88981.4,8899.07
1.61,1.0585,0.61,89047.3,8897.05
1.611,1.05835,0.611,89113.1,8894.99
1.612,1.0582,0.612,89178.8,8892.91
1.613,1.05805,0.613,89244.4,8890.79
1.614,1.0579,0.614,89309.9,8888.64
1.615,1.05775,0.615,89375.3,8886.45
1.616,1.0576,0.616,89440.7,8884.24
1.617,1.05745,0.617,89505.9,8881.99
1.618,1.0573,0.618,89571,8879.71
1.619,1.05715,0.619,89636.1,8877.39
1.62,1.057,0.62,89701,8875.05
1.621,1.05685,0.621,89765.9,8872.67
1.622,1.0567,0.622,89830.6,8870.27
1.623,1.05655,0.623,89895.2,8867.83
1.624,1.0564,0.624,89959.8,8865.35
1.625,1.05625,0.625,90024.2,8862.85
1.626,1.0561,0.626,90088.6,8860.31
1.627,1.05595,0.627,90152.8,8857.75
1.628,1.0558,0.628,90217,8855.15
1.629,1.05565,0.629,90281,8852.52
1.63,1.0555,0.63,90345,8849.85
1.631,1.05535,0.631,90408.8,8847.16
1.632,1.0552,0.632,90472.5,8844.43
1.633,1.05505,0.633,90536.2,8841.67
1.634,1.0549,0.634,90599.7,8838.89
1.635,1.05475,0.635,90663.1,8836.06
1.636,1.0546,0.636,90726.4,8833.21
1.637,1.05445,0.637,90789.6,8830.33
1.638,1.0543,0.638,90852.7,8827.41
1.639,1.05415,0.639,90915.7,8824.47
1.64,1.054,0.64,90978.6,8821.49
1.641,1.05385,0.641,91041.3,8818.48
1.642,1.0537,0.642,91104,8815.44
1.643,1.05355,0.643,91166.5,8812.37
1.644,1.0534,0.644,91229,8809.27
1.645,1.05325,0.645,91291.3,8806.13
1.646,1.0531,0.646,91353.5,8802.97
1.647,1.05295,0.647,91415.6,8799.77
1.648,1.0528,0.648,91477.6,8796.54
1.649,1.05265,0.649,91539.4,8793.28
1.65,1.0525,0.65,91601.2,8789.99
1.651,1.05235,0.651,91662.8,8786.67
1.652,1.0522,0.652,91724.4,8783.32
1.653,1.05205,0.653,91785.8,8779.94
1.654,1.0519,0.654,91847,8776.53
1.655,1.05175,0.655,91908.2,8773.08
1.656,1.0516,0.656,91969.3,8769.61
1.657,1.05145,0.657,92030.2,8766.1
1.658,1.0513,0.658,92091,8762.57
1.659,1.05115,0.659,92151.7,8759
1.66,1.051,0.66,92212.3,8755.4
1.661,1.05085,0.661,92272.7,8751.77
1.662,1.0507,0.662,92333.1,8748.12
1.663,1.05055,0.663,92393.3,8744.43
1.664,1.0504,0.664,92453.3,8740.71
1.665,1.05025,0.665,92513.3,8736.96
1.666,1.0501,0.666,92573.1,8733.18
1.667,1.04995,0.667,92632.8,8729.37
1.668,1.0498,0.668,92692.4,8725.52
1.669,1.04965,0.669,92751.9,8721.65
1.67,1.0495,0.67,92811.2,8717.75
1.671,1.04935,0.671,92870.4,8713.82
1.672,1.0492,0.672,92929.5,8709.86
1.673,1.04905,0.673,92988.4,8705.86
1.674,1.0489,0.674,93047.2,8701.84
1.675,1.04875,0.675,93105.9,8697.79
1.676,1.0486,0.676,93164.5,8693.7
1.677,1.04845,0.677,93222.9,8689.59
1.678,1.0483,0.678,93281.2,8685.45
1.679,1.04815,0.679,93339.4,8681.28
1.68,1.048,0.68,93397.4,8677.07
1.681,1.04785,0.681,93455.3,8672.84
1.682,1.0477,0.682,93513.1,8668.58
1.683,1.04755,0.683,93570.7,8664.29
1.684,1.0474,0.684,93628.2,8659.96
1.685,1.04725,0.685,93685.5,8655.61
1.686,1.0471,0.686,93742.8,8651.23
1.687,1.04695,0.687,93799.9,8646.82
1.688,1.0468,0.688,93856.8,8642.38
1.689,1.04665,0.689,93913.6,8637.91
1.69,1.0465,0.69,93970.3,8633.41
1.691,1.04635,0.691,94026.8,8628.88
1.692,1.0462,0.692,94083.2,8624.32
1.693,1.04605,0.693,94139.5,8619.73
1.694,1.0459,0.694,94195.6,8615.11
1.695,1.04575,0.695,94251.5,8610.47
1.696,1.0456,0.696,94307.4,8605.79
1.697,1.04545,0.697,94363.1,8601.09
1.698,1.0453,0.698,94418.6,8596.35
1.699,1.04515,0.699,94474,8591.59
1.7,1.045,0.7,94529.3,8586.8
1.701,1.04485,0.701,94584.4,8581.97
1.702,1.0447,0.702,94639.3,8577.12
1.703,1.04455,0.703,94694.2,8572.24
1.704,1.0444,0.704,94748.8,8567.33
1.705,1.04425,0.705,94803.4,8562.39
1.706,1.0441,0.706,94857.7,8557.43
1.707,1.04395,0.707,94912,8552.43
1.708,1.0438,0.708,94966,8547.41
1.709,1.04365,0.709,95020,8542.35
1.71,1.0435,0.71,95073.8,8537.27
1.711,1.04335,0.711,95127.4,8532.16
1.712,1.0432,0.712,95180.9,8527.02
1.713,1.04305,0.713,95234.2,8521.85
1.714,1.0429,0.714,95287.4,8516.66
1.715,1.04275,0.715,95340.4,8511.43
1.716,1.0426,0.716,95393.3,8506.18
1.717,1.04245,0.717,95446,8500.9
1.718,1.0423,0.718,95498.5,8495.59
1.719,1.04215,0.719,95550.9,8490.25
1.72,1.042,0.72,95603.2,8484.88
1.721,1.04185,0.721,95655.3,8479.48
1.722,1.0417,0.722,95707.2,8474.06
1.723,1.04155,0.723,95759,8468.61
1.724,1.0414,0.724,95810.6,8463.13
1.725,1.04125,0.725,95862.1,8457.62
1.726,1.0411,0.726,95913.4,8452.08
1.727,1.04095,0.727,95964.5,8446.52
1.728,1.0408,0.728,96015.5,8440.93
1.729,1.04065,0.729,96066.3,8435.31
1.73,1.0405,0.73,96117,8429.66
1.731,1.04035,0.731,96167.5,8423.98
1.732,1.0402,0.732,96217.8,8418.28
1.733,1.04005,0.733,96268,8412.54
1.734,1.0399,0.734,96318,8406.79
1.735,1.03975,0.735,96367.9,8401
1.736,1.0396,0.736,96417.5,8395.18
1.737,1.03945,0.737,96467.1,8389.34
1.738,1.0393,0.738,96516.4,8383.47
1.739,1.03915,0.739,96565.6,8377.57
1.74,1.039,0.74,96614.6,8371.65
1.741,1.03885,0.741,96663.5,8365.69
1.742,1.0387,0.742,96712.1,8359.71
1.743,1.03855,0.743,96760.7,8353.71
1.744,1.0384,0.744,96809,8347.67
1.745,1.03825,0.745,96857.2,8341.61
1.746,1.0381,0.746,96905.2,8335.52
1.747,1.03795,0.747,96953,8329.4
1.748,1.0378,0.748,97000.7,8323.26
1.749,1.03765,0.749,97048.1,8317.09
1.75,1.0375,0.75,97095.5,8310.89
1.751,1.03735,0.751,97142.6,8304.67
1.752,1.0372,0.752,97189.6,8298.42
1.753,1.03705,0.753,97236.4,8292.14
1.754,1.0369,0.754,97283,8285.83
1.755,1.03675,0.755,97329.4,8279.5
1.756,1.0366,0.756,97375.7,8273.14
1.757,1.03645,0.757,97421.8,8266.75
1.758,1.0363,0.758,97467.7,8260.34
1.759,1.03615,0.759,97513.4,8253.9
1.76,1.036,0.76,97559,8247.44
1.761,1.03585,0.761,97604.4,8240.94
1.762,1.0357,0.762,97649.6,8234.42
1.763,1.03555,0.763,97694.6,8227.88
1.764,1.0354,0.764,97739.4,8221.31
1.765,1.03525,0.765,97784.1,8214.71
1.766,1.0351,0.766,97828.5,8208.08
1.767,1.03495,0.767,97872.8,8201.43
1.768,1.0348,0.768,97916.9,8194.75
1.769,1.03465,0.769,97960.9,8188.05
1.77,1.0345,0.77,98004.6,8181.32
1.771,1.03435,0.771,98048.2,8174.57
1.772,1.0342,0.772,98091.5,8167.78
1.773,1.03405,0.773,98134.7,8160.98
1.774,1.0339,0.774,98177.7,8154.14
1.775,1.03375,0.775,98220.5,8147.28
1.776,1.0336,0.776,98263.2,8140.4
1.777,1.03345,0.777,98305.6,8133.48
1.778,1.0333,0.778,98347.9,8126.55
1.779,1.03315,0.779,98389.9,8119.58
1.78,1.033,0.78,98431.8,8112.59
1.781,1.03285,0.781,98473.5,8105.58
1.782,1.0327,0.782,98515,8098.54
1.783,1.03255,0.783,98556.3,8091.47
1.784,1.0324,0.784,98597.4,8084.38
1.785,1.03225,0.785,98638.3,8077.26
1.786,1.0321,0.786,98679,8070.12
1.787,1.03195,0.787,98719.6,8062.95
1.788,1.0318,0.788,98759.9,8055.76
1.789,1.03165,0.789,98800,8048.54
1.79,1.0315,0.79,98840,8041.3
1.791,1.03135,0.791,98879.7,8034.03
1.792,1.0312,0.792,98919.3,8026.74
1.793,1.03105,0.793,98958.7,8019.42
1.794,1.0309,0.794,98997.8,8012.07
1.795,1.03075,0.795,99036.8,8004.7
1.796,1.0306,0.796,99075.6,7997.31
1.797,1.03045,0.797,99114.1,7989.89
1.798,1.0303,0.798,99152.5,7982.45
1.799,1.03015,0.799,99190.7,7974.98
1.8,1.03,0.8,99228.6,7967.48
1.801,1.02985,0.801,99266.4,7959.97
1.802,1.0297,0.802,99304,7952.42
1.803,1.02955,0.803,99341.3,7944.86
1.804,1.0294,0.804,99378.5,7937.26
1.805,1.02925,0.805,99415.5,7929.65
1.806,1.0291,0.806,99452.2,7922.01
1.807,1.02895,0.807,99488.8,7914.34
1.808,1.0288,0.808,99525.1,7906.65
1.809,1.02865,0.809,99561.3,7898.94
1.81,1.0285,0.81,99597.2,7891.2
1.811,1.02835,0.811,99632.9,7883.43
1.812,1.0282,0.812,99668.5,7875.65
1.813,1.02805,0.813,99703.8,7867.83
1.814,1.0279,0.814,99738.9,7860
1.815,1.02775,0.815,99773.8,7852.14
1.816,1.0276,0.816,99808.5,7844.26
1.817,1.02745,0.817,99842.9,7836.35
1.818,1.0273,0.818,99877.2,7828.42
1.819,1.02715,0.819,99911.3,7820.46
1.82,1.027,0.82,99945.1,7812.48
1.821,1.02685,0.821,99978.8,7804.48
1.822,1.0267,0.822,100012,7796.45
1.823,1.02655,0.823,100045,7788.4
1.824,1.0264,0.824,100078,7780.33
1.825,1.02625,0.825,100111,7772.23
1.826,1.0261,0.826,100144,7764.11
1.827,1.02595,0.827,100176,7755.97
1.828,1.0258,0.828,100208,7747.8
1.829,1.02565,0.829,100240,7739.61
1.83,1.0255,0.83,100272,7731.4
1.831,1.02535,0.831,100303,7723.16
1.832,1.0252,0.832,100335,7714.9
1.833,1.02505,0.833,100366,7706.61
1.834,1.0249,0.834,100397,7698.31
1.835,1.02475,0.835,100427,7689.98
1.836,1.0246,0.836,100458,7681.62
1.837,1.02445,0.837,100488,7673.25
1.838,1.0243,0.838,100518,7664.85
1.839,1.02415,0.839,100547,7656.43
1.84,1.024,0.84,100577,7647.98
1.841,1.02385,0.841,100606,7639.51
1.842,1.0237,0.842,100635,7631.02
1.843,1.02355,0.843,100664,7622.51
1.844,1.0234,0.844,100693,7613.98
1.845,1.02325,0.845,100721,7605.42
1.846,1.0231,0.846,100749,7596.84
1.847,1.02295,0.847,100777,7588.23
1.848,1.0228,0.848,100805,7579.61
1.849,1.02265,0.849,100832,7570.96
1.85,1.0225,0.85,100860,7562.29
1.851,1.02235,0.851,100887,7553.6
1.852,1.0222,0.852,100914,7544.89
1.853,1.02205,0.853,100940,7536.15
1.854,1.0219,0.854,100967,7527.39
1.855,1.02175,0.855,100993,7518.61
1.856,1.0216,0.856,101019,7509.81
1.857,1.02145,0.857,101044,7500.98
1.858,1.0213,0.858,101070,7492.14
1.859,1.02115,0.859,101095,7483.27
1.86,1.021,0.86,101120,7474.38
1.861,1.02085,0.861,101145,7465.47
1.862,1.0207,0.862,101169,7456.53
1.863,1.02055,0.863,101193,7447.58
1.864,1.0204,0.864,101217,7438.6
1.865,1.02025,0.865,101241,7429.6
1.866,1.0201,0.866,101265,7420.59
1.867,1.01995,0.867,101288,7411.54
1.868,1.0198,0.868,101311,7402.48
1.869,1.01965,0.869,101334,7393.4
1.87,1.0195,0.87,101357,7384.29
1.871,1.01935,0.871,101379,7375.17
1.872,1.0192,0.872,101401,7366.02
1.873,1.01905,0.873,101423,7356.85
1.874,1.0189,0.874,101445,7347.67
1.875,1.01875,0.875,101466,7338.46
1.876,1.0186,0.876,101487,7329.22
1.877,1.01845,0.877,101508,7319.97
1.878,1.0183,0.878,101529,7310.7
1.879,1.01815,0.879,101549,7301.41
1.88,1.018,0.88,101569,7292.09
1.881,1.01785,0.881,101589,7282.76
1.882,1.0177,0.882,101609,7273.4
1.883,1.01755,0.883,101629,7264.03
1.884,1.0174,0.884,101648,7254.63
1.885,1.01725,0.885,101667,7245.22
1.886,1.0171,0.886,101686,7235.78
1.887,1.01695,0.887,101704,7226.32
1.888,1.0168,0.888,101722,7216.84
1.889,1.01665,0.889,101740,7207.35
1.89,1.0165,0.89,101758,7197.83
1.891,1.01635,0.891,101776,7188.29
1.892,1.0162,0.892,101793,7178.73
1.893,1.01605,0.893,101810,7169.15
1.894,1.0159,0.894,101827,7159.56
1.895,1.01575,0.895,101843,7149.94
1.896,1.0156,0.896,101859,7140.3
1.897,1.01545,0.897,101875,7130.64
1.898,1.0153,0.898,101891,7120.97
1.899,1.01515,0.899,101907,7111.27
1.9,1.015,0.9,101922,7101.55
1.901,1.01485,0.901,101937,7091.82
1.902,1.0147,0.902,101952,7082.06
1.903,1.01455,0.903,101966,7072.29
1.904,1.0144,0.904,101980,7062.49
1.905,1.01425,0.905,101994,7052.68
1.906,1.0141,0.906,102008,7042.85
1.907,1.01395,0.907,102022,7033
1.908,1.0138,0.908,102035,7023.12
1.909,1.01365,0.909,102048,7013.23
1.91,1.0135,0.91,102060,7003.33
1.911,1.01335,0.911,102073,6993.4
1.912,1.0132,0.912,102085,6983.45
1.913,1.01305,0.913,102097,6973.48
1.914,1.0129,0.914,102109,6963.5
1.915,1.01275,0.915,102120,6953.5
1.916,1.0126,0.916,102131,6943.47
1.917,1.01245,0.917,102142,6933.43
1.918,1.0123,0.918,102153,6923.38
1.919,1.01215,0.919,102163,6913.3
1.92,1.012,0.92,102173,6903.2
1.921,1.01185,0.921,102183,6893.09
1.922,1.0117,0.922,102192,6882.95
1.923,1.01155,0.923,102202,6872.8
1.924,1.0114,0.924,102211,6862.63
1.925,1.01125,0.925,102219,6852.45
1.926,1.0111,0.926,102228,6842.24
1.927,1.01095,0.927,102236,6832.02
1.928,1.0108,0.928,102244,6821.77
1.929,1.01065,0.929,102252,6811.51
1.93,1.0105,0.93,102259,6801.24
1.931,1.01035,0.931,102266,6790.94
1.932,1.0102,0.932,102273,6780.63
1.933,1.01005,0.933,102280,6770.3
1.934,1.0099,0.934,102286,6759.95
1.935,1.00975,0.935,102292,6749.58
1.936,1.0096,0.936,102298,6739.2
1.937,1.00945,0.937,102304,6728.8
1.938,1.0093,0.938,102309,6718.38
1.939,1.00915,0.939,102314,6707.94
1.94,1.009,0.94,102319,6697.49
1.941,1.00885,0.941,102323,6687.02
1.942,1.0087,0.942,102327,6676.53
1.943,1.00855,0.943,102331,6666.03
1.944,1.0084,0.944,102335,6655.51
1.945,1.00825,0.945,102338,6644.97
1.946,1.0081,0.946,102341,6634.41
1.947,1.00795,0.947,102344,6623.84
1.948,1.0078,0.948,102347,6613.25
1.949,1.00765,0.949,102349,6602.65
1.95,1.0075,0.95,102351,6592.02
1.951,1.00735,0.951,102352,6581.38
1.952,1.0072,0.952,102354,6570.73
1.953,1.00705,0.953,102355,6560.06
1.954,1.0069,0.954,102356,6549.37
1.955,1.00675,0.955,102356,6538.66
1.956,1.0066,0.956,102357,6527.94
1.957,1.00645,0.957,102357,6517.2
1.958,1.0063,0.958,102356,6506.45
1.959,1.00615,0.959,102356,6495.68
1.96,1.006,0.96,102355,6484.89
1.961,1.00585,0.961,102354,6474.09
1.962,1.0057,0.962,102352,6463.27
1.963,1.00555,0.963,102351,6452.44
1.964,1.0054,0.964,102349,6441.59
1.965,1.00525,0.965,102347,6430.72
1.966,1.0051,0.966,102344,6419.84
1.967,1.00495,0.967,102341,6408.95
1.968,1.0048,0.968,102338,6398.03
1.969,1.00465,0.969,102335,6387.1
1.97,1.0045,0.97,102331,6376.16
1.971,1.00435,0.971,102327,6365.2
1.972,1.0042,0.972,102323,6354.23
1.973,1.00405,0.973,102318,6343.24
1.974,1.0039,0.974,102313,6332.23
1.975,1.00375,0.975,102308,6321.21
1.976,1.0036,0.976,102303,6310.18
1.977,1.00345,0.977,102297,6299.13
1.978,1.0033,0.978,102291,6288.06
1.979,1.00315,0.979,102285,6276.98
1.98,1.003,0.98,102278,6265.89
1.981,1.00285,0.981,102271,6254.78
1.982,1.0027,0.982,102264,6243.65
1.983,1.00255,0.983,102257,6232.51
1.984,1.0024,0.984,102249,6221.36
1.985,1.00225,0.985,102241,6210.19
1.986,1.0021,0.986,102232,6199.01
1.987,1.00195,0.987,102224,6187.81
1.988,1.0018,0.988,102215,6176.6
1.989,1.00165,0.989,102206,6165.38
1.99,1.0015,0.99,102196,6154.14
1.991,1.00135,0.991,102186,6142.88
1.992,1.0012,0.992,102176,6131.61
1.993,1.00105,0.993,102166,6120.33
1.994,1.0009,0.994,102155,6109.03
1.995,1.00075,0.995,102144,6097.72
1.996,1.0006,0.996,102133,6086.4
1.997,1.00045,0.997,102121,6075.06
1.998,1.0003,0.998,102109,6063.71
1.999,1.00015,0.999,102097,6052.35
